,Year,Location Description,Topic Description,Response,Data Value,Low Confidence Limit,High Confidence Limit,Sample Size,Gender,Legislation Percentage
570,2016,New Jersey,Cigarette Use (Adults),Every Day,66.5,61.6,71.4,977,Overall,81.0
571,2016,New Jersey,Cigarette Use (Adults),Every Day,66.1,59.1,73.1,454,Male,81.0
572,2016,New Jersey,Cigarette Use (Adults),Every Day,66.9,60.1,73.7,523,Female,81.0
573,2016,New Jersey,Cigarette Use (Adults),Some Days,33.5,28.6,38.4,977,Overall,81.0
574,2016,New Jersey,Cigarette Use (Adults),Some Days,33.9,26.9,40.9,454,Male,81.0
575,2016,New Jersey,Cigarette Use (Adults),Some Days,33.1,26.3,39.9,523,Female,81.0
576,2018,New Mexico,Cigarette Use (Adults),Every Day,62.0,57.8,66.2,961,Overall,71.5
577,2018,New Mexico,Cigarette Use (Adults),Every Day,56.9,50.9,62.9,488,Male,71.5
578,2018,New Mexico,Cigarette Use (Adults),Every Day,68.3,62.7,73.9,473,Female,71.5
579,2018,New Mexico,Cigarette Use (Adults),Some Days,38.0,33.8,42.2,961,Overall,71.5
580,2018,New Mexico,Cigarette Use (Adults),Some Days,43.1,37.1,49.1,488,Male,71.5
581,2018,New Mexico,Cigarette Use (Adults),Some Days,31.7,26.1,37.3,473,Female,71.5
582,2017,New Mexico,Cigarette Use (Adults),Every Day,62.0,57.5,66.5,981,Overall,71.5
583,2017,New Mexico,Cigarette Use (Adults),Every Day,58.0,51.9,64.1,485,Male,71.5
584,2017,New Mexico,Cigarette Use (Adults),Every Day,67.4,60.9,73.9,496,Female,71.5
585,2017,New Mexico,Cigarette Use (Adults),Some Days,38.0,33.5,42.5,981,Overall,71.5
586,2017,New Mexico,Cigarette Use (Adults),Some Days,42.0,35.9,48.1,485,Male,71.5
587,2017,New Mexico,Cigarette Use (Adults),Some Days,32.6,26.1,39.1,496,Female,71.5
588,2016,New Mexico,Cigarette Use (Adults),Every Day,61.9,56.9,66.9,838,Overall,71.5
589,2016,New Mexico,Cigarette Use (Adults),Every Day,58.0,50.8,65.2,403,Male,71.5
590,2016,New Mexico,Cigarette Use (Adults),Every Day,67.0,60.6,73.4,435,Female,71.5
591,2016,New Mexico,Cigarette Use (Adults),Some Days,38.1,33.1,43.1,838,Overall,71.5
592,2016,New Mexico,Cigarette Use (Adults),Some Days,42.0,34.8,49.2,403,Male,71.5
593,2016,New Mexico,Cigarette Use (Adults),Some Days,33.0,26.6,39.4,435,Female,71.5
594,2018,New York,Cigarette Use (Adults),Every Day,65.2,62.6,67.8,5221,Overall,80.8
595,2018,New York,Cigarette Use (Adults),Every Day,64.0,60.4,67.6,2632,Male,80.8
596,2018,New York,Cigarette Use (Adults),Every Day,66.8,62.9,70.7,2589,Female,80.8
597,2018,New York,Cigarette Use (Adults),Some Days,34.8,32.2,37.4,5221,Overall,80.8
598,2018,New York,Cigarette Use (Adults),Some Days,36.0,32.4,39.6,2632,Male,80.8
599,2018,New York,Cigarette Use (Adults),Some Days,33.2,29.3,37.1,2589,Female,80.8
600,2017,New York,Cigarette Use (Adults),Every Day,63.4,60.0,66.8,1572,Overall,80.8
601,2017,New York,Cigarette Use (Adults),Every Day,61.4,56.8,66.0,850,Male,80.8
602,2017,New York,Cigarette Use (Adults),Every Day,66.5,61.4,71.6,722,Female,80.8
603,2017,New York,Cigarette Use (Adults),Some Days,36.6,33.2,40.0,1572,Overall,80.8
604,2017,New York,Cigarette Use (Adults),Some Days,38.6,34.0,43.2,850,Male,80.8
605,2017,New York,Cigarette Use (Adults),Some Days,33.5,28.4,38.6,722,Female,80.8
606,2016,New York,Cigarette Use (Adults),Every Day,65.4,62.6,68.2,5228,Overall,80.8
607,2016,New York,Cigarette Use (Adults),Every Day,64.0,60.0,68.0,2470,Male,80.8
608,2016,New York,Cigarette Use (Adults),Every Day,67.1,63.2,71.0,2758,Female,80.8
609,2016,New York,Cigarette Use (Adults),Some Days,34.6,31.8,37.4,5228,Overall,80.8
610,2016,New York,Cigarette Use (Adults),Some Days,36.0,32.0,40.0,2470,Male,80.8
611,2016,New York,Cigarette Use (Adults),Some Days,32.9,29.0,36.8,2758,Female,80.8
612,2018,North Carolina,Cigarette Use (Adults),Every Day,71.5,67.5,75.5,756,Overall,81.2
613,2018,North Carolina,Cigarette Use (Adults),Every Day,70.3,64.6,76.0,387,Male,81.2
614,2018,North Carolina,Cigarette Use (Adults),Every Day,73.1,67.6,78.6,369,Female,81.2
615,2018,North Carolina,Cigarette Use (Adults),Some Days,28.5,24.5,32.5,756,Overall,81.2
616,2018,North Carolina,Cigarette Use (Adults),Some Days,29.7,24.0,35.4,387,Male,81.2
617,2018,North Carolina,Cigarette Use (Adults),Some Days,26.9,21.4,32.4,369,Female,81.2
618,2017,North Carolina,Cigarette Use (Adults),Every Day,69.4,65.0,73.8,765,Overall,81.2
619,2017,North Carolina,Cigarette Use (Adults),Every Day,72.0,66.3,77.7,393,Male,81.2
620,2017,North Carolina,Cigarette Use (Adults),Every Day,66.5,59.7,73.3,372,Female,81.2
621,2017,North Carolina,Cigarette Use (Adults),Some Days,30.6,26.2,35.0,765,Overall,81.2
622,2017,North Carolina,Cigarette Use (Adults),Some Days,28.0,22.3,33.7,393,Male,81.2
623,2017,North Carolina,Cigarette Use (Adults),Some Days,33.5,26.7,40.3,372,Female,81.2
624,2016,North Carolina,Cigarette Use (Adults),Every Day,70.9,67.4,74.4,1077,Overall,81.2
625,2016,North Carolina,Cigarette Use (Adults),Every Day,69.4,64.5,74.3,564,Male,81.2
626,2016,North Carolina,Cigarette Use (Adults),Every Day,72.7,67.9,77.5,513,Female,81.2
627,2016,North Carolina,Cigarette Use (Adults),Some Days,29.1,25.6,32.6,1077,Overall,81.2
628,2016,North Carolina,Cigarette Use (Adults),Some Days,30.6,25.7,35.5,564,Male,81.2
629,2016,North Carolina,Cigarette Use (Adults),Some Days,27.3,22.5,32.1,513,Female,81.2
630,2018,North Dakota,Cigarette Use (Adults),Every Day,73.1,68.9,77.3,796,Overall,88.7
631,2018,North Dakota,Cigarette Use (Adults),Every Day,73.5,68.0,79.0,419,Male,88.7
632,2018,North Dakota,Cigarette Use (Adults),Every Day,72.7,66.1,79.3,377,Female,88.7
633,2018,North Dakota,Cigarette Use (Adults),Some Days,26.9,22.7,31.1,796,Overall,88.7
634,2018,North Dakota,Cigarette Use (Adults),Some Days,26.5,21.0,32.0,419,Male,88.7
635,2018,North Dakota,Cigarette Use (Adults),Some Days,27.3,20.7,33.9,377,Female,88.7
636,2017,North Dakota,Cigarette Use (Adults),Every Day,72.7,69.1,76.3,1047,Overall,88.7
637,2017,North Dakota,Cigarette Use (Adults),Every Day,74.7,69.9,79.5,532,Male,88.7
638,2017,North Dakota,Cigarette Use (Adults),Every Day,70.2,64.7,75.7,515,Female,88.7
639,2017,North Dakota,Cigarette Use (Adults),Some Days,27.3,23.7,30.9,1047,Overall,88.7
640,2017,North Dakota,Cigarette Use (Adults),Some Days,25.3,20.5,30.1,532,Male,88.7
641,2017,North Dakota,Cigarette Use (Adults),Some Days,29.8,24.3,35.3,515,Female,88.7
642,2016,North Dakota,Cigarette Use (Adults),Every Day,70.9,67.0,74.8,838,Overall,88.7
643,2016,North Dakota,Cigarette Use (Adults),Every Day,70.9,65.9,75.9,473,Male,88.7
644,2016,North Dakota,Cigarette Use (Adults),Every Day,71.0,64.7,77.3,365,Female,88.7
645,2016,North Dakota,Cigarette Use (Adults),Some Days,29.1,25.2,33.0,838,Overall,88.7
646,2016,North Dakota,Cigarette Use (Adults),Some Days,29.1,24.1,34.1,473,Male,88.7
647,2016,North Dakota,Cigarette Use (Adults),Some Days,29.0,22.7,35.3,365,Female,88.7
648,2018,Ohio,Cigarette Use (Adults),Every Day,77.9,75.3,80.5,2313,Overall,81.8
649,2018,Ohio,Cigarette Use (Adults),Every Day,75.6,71.7,79.5,1052,Male,81.8
650,2018,Ohio,Cigarette Use (Adults),Every Day,80.4,77.2,83.6,1261,Female,81.8
651,2018,Ohio,Cigarette Use (Adults),Some Days,22.1,19.5,24.7,2313,Overall,81.8
652,2018,Ohio,Cigarette Use (Adults),Some Days,24.4,20.5,28.3,1052,Male,81.8
653,2018,Ohio,Cigarette Use (Adults),Some Days,19.6,16.4,22.8,1261,Female,81.8
654,2017,Ohio,Cigarette Use (Adults),Every Day,78.1,75.5,80.7,2071,Overall,81.8
655,2017,Ohio,Cigarette Use (Adults),Every Day,76.7,72.9,80.5,900,Male,81.8
656,2017,Ohio,Cigarette Use (Adults),Every Day,79.6,76.1,83.1,1171,Female,81.8
657,2017,Ohio,Cigarette Use (Adults),Some Days,21.9,19.3,24.5,2071,Overall,81.8
658,2017,Ohio,Cigarette Use (Adults),Some Days,23.3,19.5,27.1,900,Male,81.8
659,2017,Ohio,Cigarette Use (Adults),Some Days,20.4,16.9,23.9,1171,Female,81.8
660,2016,Ohio,Cigarette Use (Adults),Every Day,76.5,73.8,79.2,2169,Overall,81.8
661,2016,Ohio,Cigarette Use (Adults),Every Day,75.0,71.1,78.9,978,Male,81.8
662,2016,Ohio,Cigarette Use (Adults),Every Day,78.3,74.7,81.9,1191,Female,81.8
663,2016,Ohio,Cigarette Use (Adults),Some Days,23.5,20.8,26.2,2169,Overall,81.8
664,2016,Ohio,Cigarette Use (Adults),Some Days,25.0,21.1,28.9,978,Male,81.8
665,2016,Ohio,Cigarette Use (Adults),Some Days,21.7,18.1,25.3,1191,Female,81.8
666,2018,Oklahoma,Cigarette Use (Adults),Every Day,69.6,65.6,73.6,839,Overall,75.9
667,2018,Oklahoma,Cigarette Use (Adults),Every Day,68.8,63.2,74.4,407,Male,75.9
668,2018,Oklahoma,Cigarette Use (Adults),Every Day,70.6,65.1,76.1,432,Female,75.9
669,2018,Oklahoma,Cigarette Use (Adults),Some Days,30.4,26.4,34.4,839,Overall,75.9
670,2018,Oklahoma,Cigarette Use (Adults),Some Days,31.2,25.6,36.8,407,Male,75.9
671,2018,Oklahoma,Cigarette Use (Adults),Some Days,29.4,23.9,34.9,432,Female,75.9
672,2017,Oklahoma,Cigarette Use (Adults),Every Day,65.9,62.0,69.8,1008,Overall,75.9
673,2017,Oklahoma,Cigarette Use (Adults),Every Day,64.7,58.9,70.5,447,Male,75.9
674,2017,Oklahoma,Cigarette Use (Adults),Every Day,67.2,62.0,72.4,561,Female,75.9
675,2017,Oklahoma,Cigarette Use (Adults),Some Days,34.1,30.2,38.0,1008,Overall,75.9
676,2017,Oklahoma,Cigarette Use (Adults),Some Days,35.3,29.5,41.1,447,Male,75.9
677,2017,Oklahoma,Cigarette Use (Adults),Some Days,32.8,27.6,38.0,561,Female,75.9
678,2016,Oklahoma,Cigarette Use (Adults),Every Day,71.7,68.0,75.4,1010,Overall,75.9
679,2016,Oklahoma,Cigarette Use (Adults),Every Day,72.0,66.4,77.6,445,Male,75.9
680,2016,Oklahoma,Cigarette Use (Adults),Every Day,71.3,66.5,76.1,565,Female,75.9
681,2016,Oklahoma,Cigarette Use (Adults),Some Days,28.3,24.6,32.0,1010,Overall,75.9
682,2016,Oklahoma,Cigarette Use (Adults),Some Days,28.0,22.4,33.6,445,Male,75.9
683,2016,Oklahoma,Cigarette Use (Adults),Some Days,28.7,23.9,33.5,565,Female,75.9
684,2018,Oregon,Cigarette Use (Adults),Every Day,74.6,70.9,78.3,833,Overall,83.4
685,2018,Oregon,Cigarette Use (Adults),Every Day,72.7,67.8,77.6,404,Male,83.4
686,2018,Oregon,Cigarette Use (Adults),Every Day,76.4,71.0,81.8,429,Female,83.4
687,2018,Oregon,Cigarette Use (Adults),Some Days,25.4,21.7,29.1,833,Overall,83.4
688,2018,Oregon,Cigarette Use (Adults),Some Days,27.3,22.4,32.2,404,Male,83.4
689,2018,Oregon,Cigarette Use (Adults),Some Days,23.6,18.2,29.0,429,Female,83.4
690,2017,Oregon,Cigarette Use (Adults),Every Day,71.5,67.7,75.3,721,Overall,83.4
691,2017,Oregon,Cigarette Use (Adults),Every Day,69.8,64.4,75.2,349,Male,83.4
692,2017,Oregon,Cigarette Use (Adults),Every Day,73.5,68.3,78.7,372,Female,83.4
693,2017,Oregon,Cigarette Use (Adults),Some Days,28.5,24.7,32.3,721,Overall,83.4
694,2017,Oregon,Cigarette Use (Adults),Some Days,30.2,24.8,35.6,349,Male,83.4
695,2017,Oregon,Cigarette Use (Adults),Some Days,26.5,21.3,31.7,372,Female,83.4
696,2016,Oregon,Cigarette Use (Adults),Every Day,72.5,68.7,76.3,717,Overall,83.4
697,2016,Oregon,Cigarette Use (Adults),Every Day,72.8,67.4,78.2,344,Male,83.4
698,2016,Oregon,Cigarette Use (Adults),Every Day,72.1,66.7,77.5,373,Female,83.4
699,2016,Oregon,Cigarette Use (Adults),Some Days,27.5,23.7,31.3,717,Overall,83.4
700,2016,Oregon,Cigarette Use (Adults),Some Days,27.2,21.8,32.6,344,Male,83.4
701,2016,Oregon,Cigarette Use (Adults),Some Days,27.9,22.5,33.3,373,Female,83.4
702,2018,Pennsylvania,Cigarette Use (Adults),Every Day,76.3,72.8,79.8,952,Overall,83.2
703,2018,Pennsylvania,Cigarette Use (Adults),Every Day,77.1,72.4,81.8,475,Male,83.2
704,2018,Pennsylvania,Cigarette Use (Adults),Every Day,75.4,70.3,80.5,477,Female,83.2
705,2018,Pennsylvania,Cigarette Use (Adults),Some Days,23.7,20.2,27.2,952,Overall,83.2
706,2018,Pennsylvania,Cigarette Use (Adults),Some Days,22.9,18.2,27.6,475,Male,83.2
707,2018,Pennsylvania,Cigarette Use (Adults),Some Days,24.6,19.5,29.7,477,Female,83.2
708,2017,Pennsylvania,Cigarette Use (Adults),Every Day,71.4,68.0,74.8,1109,Overall,83.2
709,2017,Pennsylvania,Cigarette Use (Adults),Every Day,71.3,66.5,76.1,543,Male,83.2
710,2017,Pennsylvania,Cigarette Use (Adults),Every Day,71.5,66.7,76.3,566,Female,83.2
711,2017,Pennsylvania,Cigarette Use (Adults),Some Days,28.6,25.2,32.0,1109,Overall,83.2
712,2017,Pennsylvania,Cigarette Use (Adults),Some Days,28.7,23.9,33.5,543,Male,83.2
713,2017,Pennsylvania,Cigarette Use (Adults),Some Days,28.5,23.7,33.3,566,Female,83.2
714,2016,Pennsylvania,Cigarette Use (Adults),Every Day,71.6,68.1,75.1,1045,Overall,83.2
715,2016,Pennsylvania,Cigarette Use (Adults),Every Day,68.2,63.2,73.2,500,Male,83.2
716,2016,Pennsylvania,Cigarette Use (Adults),Every Day,75.5,70.9,80.1,545,Female,83.2
717,2016,Pennsylvania,Cigarette Use (Adults),Some Days,28.4,24.9,31.9,1045,Overall,83.2
718,2016,Pennsylvania,Cigarette Use (Adults),Some Days,31.8,26.8,36.8,500,Male,83.2
719,2016,Pennsylvania,Cigarette Use (Adults),Some Days,24.5,19.9,29.1,545,Female,83.2
720,2018,Puerto Rico,Cigarette Use (Adults),Every Day,67.7,61.8,73.6,431,Overall,
721,2018,Puerto Rico,Cigarette Use (Adults),Every Day,67.7,60.0,75.4,240,Male,
722,2018,Puerto Rico,Cigarette Use (Adults),Every Day,67.7,59.1,76.3,191,Female,
723,2018,Puerto Rico,Cigarette Use (Adults),Some Days,32.3,26.4,38.2,431,Overall,
724,2018,Puerto Rico,Cigarette Use (Adults),Some Days,32.3,24.6,40.0,240,Male,
725,2018,Puerto Rico,Cigarette Use (Adults),Some Days,32.3,23.7,40.9,191,Female,
726,2017,Puerto Rico,Cigarette Use (Adults),Every Day,68.0,61.8,74.2,410,Overall,
727,2017,Puerto Rico,Cigarette Use (Adults),Every Day,63.8,55.6,72.0,242,Male,
728,2017,Puerto Rico,Cigarette Use (Adults),Every Day,77.8,70.3,85.3,168,Female,
729,2017,Puerto Rico,Cigarette Use (Adults),Some Days,32.0,25.8,38.2,410,Overall,
730,2017,Puerto Rico,Cigarette Use (Adults),Some Days,36.2,28.0,44.4,242,Male,
731,2017,Puerto Rico,Cigarette Use (Adults),Some Days,22.2,14.7,29.7,168,Female,
732,2016,Puerto Rico,Cigarette Use (Adults),Every Day,71.7,66.5,76.9,495,Overall,
733,2016,Puerto Rico,Cigarette Use (Adults),Every Day,72.6,65.7,79.5,270,Male,
734,2016,Puerto Rico,Cigarette Use (Adults),Every Day,70.2,62.3,78.1,225,Female,
735,2016,Puerto Rico,Cigarette Use (Adults),Some Days,28.3,23.1,33.5,495,Overall,
736,2016,Puerto Rico,Cigarette Use (Adults),Some Days,27.4,20.5,34.3,270,Male,
737,2016,Puerto Rico,Cigarette Use (Adults),Some Days,29.8,21.9,37.7,225,Female,
738,2018,Rhode Island,Cigarette Use (Adults),Every Day,66.3,60.8,71.8,720,Overall,82.2
739,2018,Rhode Island,Cigarette Use (Adults),Every Day,64.7,56.4,73.0,313,Male,82.2
740,2018,Rhode Island,Cigarette Use (Adults),Every Day,67.8,60.6,75.0,407,Female,82.2
741,2018,Rhode Island,Cigarette Use (Adults),Some Days,33.7,28.2,39.2,720,Overall,82.2
742,2018,Rhode Island,Cigarette Use (Adults),Some Days,35.3,27.0,43.6,313,Male,82.2
743,2018,Rhode Island,Cigarette Use (Adults),Some Days,32.2,25.0,39.4,407,Female,82.2
744,2017,Rhode Island,Cigarette Use (Adults),Every Day,65.8,60.3,71.3,680,Overall,82.2
745,2017,Rhode Island,Cigarette Use (Adults),Every Day,59.4,51.2,67.6,306,Male,82.2
746,2017,Rhode Island,Cigarette Use (Adults),Every Day,73.4,66.8,80.0,374,Female,82.2
747,2017,Rhode Island,Cigarette Use (Adults),Some Days,34.2,28.7,39.7,680,Overall,82.2
748,2017,Rhode Island,Cigarette Use (Adults),Some Days,40.6,32.4,48.8,306,Male,82.2
749,2017,Rhode Island,Cigarette Use (Adults),Some Days,26.6,20.0,33.2,374,Female,82.2
750,2016,Rhode Island,Cigarette Use (Adults),Every Day,65.7,60.5,70.9,730,Overall,82.2
751,2016,Rhode Island,Cigarette Use (Adults),Every Day,64.5,56.8,72.2,335,Male,82.2
752,2016,Rhode Island,Cigarette Use (Adults),Every Day,67.2,60.8,73.6,395,Female,82.2
753,2016,Rhode Island,Cigarette Use (Adults),Some Days,34.3,29.1,39.5,730,Overall,82.2
754,2016,Rhode Island,Cigarette Use (Adults),Some Days,35.5,27.8,43.2,335,Male,82.2
755,2016,Rhode Island,Cigarette Use (Adults),Some Days,32.8,26.4,39.2,395,Female,82.2
756,2018,South Carolina,Cigarette Use (Adults),Every Day,68.4,65.2,71.6,1502,Overall,72.9
757,2018,South Carolina,Cigarette Use (Adults),Every Day,67.6,63.0,72.2,683,Male,72.9
758,2018,South Carolina,Cigarette Use (Adults),Every Day,69.2,64.7,73.7,819,Female,72.9
759,2018,South Carolina,Cigarette Use (Adults),Some Days,31.6,28.4,34.8,1502,Overall,72.9
760,2018,South Carolina,Cigarette Use (Adults),Some Days,32.4,27.8,37.0,683,Male,72.9
761,2018,South Carolina,Cigarette Use (Adults),Some Days,30.8,26.3,35.3,819,Female,72.9
762,2017,South Carolina,Cigarette Use (Adults),Every Day,66.9,63.8,70.0,1618,Overall,72.9
763,2017,South Carolina,Cigarette Use (Adults),Every Day,66.2,61.8,70.6,796,Male,72.9
764,2017,South Carolina,Cigarette Use (Adults),Every Day,67.6,63.3,71.9,822,Female,72.9
765,2017,South Carolina,Cigarette Use (Adults),Some Days,33.1,30.0,36.2,1618,Overall,72.9
766,2017,South Carolina,Cigarette Use (Adults),Some Days,33.8,29.4,38.2,796,Male,72.9
767,2017,South Carolina,Cigarette Use (Adults),Some Days,32.4,28.1,36.7,822,Female,72.9
768,2016,South Carolina,Cigarette Use (Adults),Every Day,65.0,61.8,68.2,1703,Overall,72.9
769,2016,South Carolina,Cigarette Use (Adults),Every Day,65.8,61.1,70.5,795,Male,72.9
770,2016,South Carolina,Cigarette Use (Adults),Every Day,64.1,59.7,68.5,908,Female,72.9
771,2016,South Carolina,Cigarette Use (Adults),Some Days,35.0,31.8,38.2,1703,Overall,72.9
772,2016,South Carolina,Cigarette Use (Adults),Some Days,34.2,29.5,38.9,795,Male,72.9
773,2016,South Carolina,Cigarette Use (Adults),Some Days,35.9,31.5,40.3,908,Female,72.9
774,2018,South Dakota,Cigarette Use (Adults),Every Day,72.7,67.7,77.7,1158,Overall,82.2
775,2018,South Dakota,Cigarette Use (Adults),Every Day,69.7,62.8,76.6,575,Male,82.2
776,2018,South Dakota,Cigarette Use (Adults),Every Day,76.6,69.7,83.5,583,Female,82.2
777,2018,South Dakota,Cigarette Use (Adults),Some Days,27.3,22.3,32.3,1158,Overall,82.2
778,2018,South Dakota,Cigarette Use (Adults),Some Days,30.3,23.4,37.2,575,Male,82.2
779,2018,South Dakota,Cigarette Use (Adults),Some Days,23.4,16.5,30.3,583,Female,82.2
780,2017,South Dakota,Cigarette Use (Adults),Every Day,70.8,65.9,75.7,1216,Overall,82.2
781,2017,South Dakota,Cigarette Use (Adults),Every Day,74.3,68.0,80.6,560,Male,82.2
782,2017,South Dakota,Cigarette Use (Adults),Every Day,66.2,58.8,73.6,656,Female,82.2
783,2017,South Dakota,Cigarette Use (Adults),Some Days,29.2,24.3,34.1,1216,Overall,82.2
784,2017,South Dakota,Cigarette Use (Adults),Some Days,25.7,19.4,32.0,560,Male,82.2
785,2017,South Dakota,Cigarette Use (Adults),Some Days,33.8,26.4,41.2,656,Female,82.2
786,2016,South Dakota,Cigarette Use (Adults),Every Day,69.2,63.7,74.7,861,Overall,82.2
787,2016,South Dakota,Cigarette Use (Adults),Every Day,67.2,59.3,75.1,397,Male,82.2
788,2016,South Dakota,Cigarette Use (Adults),Every Day,72.1,65.2,79.0,464,Female,82.2
789,2016,South Dakota,Cigarette Use (Adults),Some Days,30.8,25.3,36.3,861,Overall,82.2
790,2016,South Dakota,Cigarette Use (Adults),Some Days,32.8,24.9,40.7,397,Male,82.2
791,2016,South Dakota,Cigarette Use (Adults),Some Days,27.9,21.0,34.8,464,Female,82.2
792,2018,Tennessee,Cigarette Use (Adults),Every Day,75.8,72.3,79.3,999,Overall,75.4
793,2018,Tennessee,Cigarette Use (Adults),Every Day,73.0,67.6,78.4,454,Male,75.4
794,2018,Tennessee,Cigarette Use (Adults),Every Day,78.5,74.0,83.0,545,Female,75.4
795,2018,Tennessee,Cigarette Use (Adults),Some Days,24.2,20.7,27.7,999,Overall,75.4
796,2018,Tennessee,Cigarette Use (Adults),Some Days,27.0,21.6,32.4,454,Male,75.4
797,2018,Tennessee,Cigarette Use (Adults),Some Days,21.5,17.0,26.0,545,Female,75.4
798,2017,Tennessee,Cigarette Use (Adults),Every Day,70.4,66.3,74.5,1173,Overall,75.4
799,2017,Tennessee,Cigarette Use (Adults),Every Day,70.5,64.1,76.9,525,Male,75.4
800,2017,Tennessee,Cigarette Use (Adults),Every Day,70.3,65.4,75.2,648,Female,75.4
801,2017,Tennessee,Cigarette Use (Adults),Some Days,29.6,25.5,33.7,1173,Overall,75.4
802,2017,Tennessee,Cigarette Use (Adults),Some Days,29.5,23.1,35.9,525,Male,75.4
803,2017,Tennessee,Cigarette Use (Adults),Some Days,29.7,24.8,34.6,648,Female,75.4
804,2016,Tennessee,Cigarette Use (Adults),Every Day,68.5,64.5,72.5,1177,Overall,75.4
805,2016,Tennessee,Cigarette Use (Adults),Every Day,64.7,58.5,70.9,525,Male,75.4
806,2016,Tennessee,Cigarette Use (Adults),Every Day,72.8,67.9,77.7,652,Female,75.4
807,2016,Tennessee,Cigarette Use (Adults),Some Days,31.5,27.5,35.5,1177,Overall,75.4
808,2016,Tennessee,Cigarette Use (Adults),Some Days,35.3,29.1,41.5,525,Male,75.4
809,2016,Tennessee,Cigarette Use (Adults),Some Days,27.2,22.3,32.1,652,Female,75.4
810,2018,Texas,Cigarette Use (Adults),Every Day,64.5,59.2,69.8,1401,Overall,74.6
811,2018,Texas,Cigarette Use (Adults),Every Day,60.6,53.5,67.7,726,Male,74.6
812,2018,Texas,Cigarette Use (Adults),Every Day,70.2,62.5,77.9,675,Female,74.6
813,2018,Texas,Cigarette Use (Adults),Some Days,35.5,30.2,40.8,1401,Overall,74.6
814,2018,Texas,Cigarette Use (Adults),Some Days,39.4,32.3,46.5,726,Male,74.6
815,2018,Texas,Cigarette Use (Adults),Some Days,29.8,22.1,37.5,675,Female,74.6
816,2017,Texas,Cigarette Use (Adults),Every Day,59.6,54.6,64.6,1495,Overall,74.6
817,2017,Texas,Cigarette Use (Adults),Every Day,57.2,50.4,64.0,695,Male,74.6
818,2017,Texas,Cigarette Use (Adults),Every Day,62.7,55.5,69.9,800,Female,74.6
819,2017,Texas,Cigarette Use (Adults),Some Days,40.4,35.4,45.4,1495,Overall,74.6
820,2017,Texas,Cigarette Use (Adults),Some Days,42.8,36.0,49.6,695,Male,74.6
821,2017,Texas,Cigarette Use (Adults),Some Days,37.3,30.1,44.5,800,Female,74.6
822,2016,Texas,Cigarette Use (Adults),Every Day,59.2,54.8,63.6,1459,Overall,74.6
823,2016,Texas,Cigarette Use (Adults),Every Day,58.5,52.6,64.4,731,Male,74.6
824,2016,Texas,Cigarette Use (Adults),Every Day,60.2,53.5,66.9,728,Female,74.6
825,2016,Texas,Cigarette Use (Adults),Some Days,40.8,36.4,45.2,1459,Overall,74.6
826,2016,Texas,Cigarette Use (Adults),Some Days,41.5,35.6,47.4,731,Male,74.6
827,2016,Texas,Cigarette Use (Adults),Some Days,39.8,33.1,46.5,728,Female,74.6
828,2018,Utah,Cigarette Use (Adults),Every Day,65.1,61.0,69.2,841,Overall,80.2
829,2018,Utah,Cigarette Use (Adults),Every Day,65.2,59.8,70.6,475,Male,80.2
830,2018,Utah,Cigarette Use (Adults),Every Day,65.0,58.7,71.3,366,Female,80.2
831,2018,Utah,Cigarette Use (Adults),Some Days,34.9,30.8,39.0,841,Overall,80.2
832,2018,Utah,Cigarette Use (Adults),Some Days,34.8,29.4,40.2,475,Male,80.2
833,2018,Utah,Cigarette Use (Adults),Some Days,35.0,28.7,41.3,366,Female,80.2
834,2017,Utah,Cigarette Use (Adults),Every Day,68.4,64.3,72.5,814,Overall,80.2
835,2017,Utah,Cigarette Use (Adults),Every Day,65.7,60.2,71.2,466,Male,80.2
836,2017,Utah,Cigarette Use (Adults),Every Day,72.5,66.6,78.4,348,Female,80.2
837,2017,Utah,Cigarette Use (Adults),Some Days,31.6,27.5,35.7,814,Overall,80.2
838,2017,Utah,Cigarette Use (Adults),Some Days,34.3,28.8,39.8,466,Male,80.2
839,2017,Utah,Cigarette Use (Adults),Some Days,27.5,21.6,33.4,348,Female,80.2
840,2016,Utah,Cigarette Use (Adults),Every Day,63.7,58.9,68.5,806,Overall,80.2
841,2016,Utah,Cigarette Use (Adults),Every Day,62.9,56.6,69.2,440,Male,80.2
842,2016,Utah,Cigarette Use (Adults),Every Day,64.8,57.6,72.0,366,Female,80.2
843,2016,Utah,Cigarette Use (Adults),Some Days,36.3,31.5,41.1,806,Overall,80.2
844,2016,Utah,Cigarette Use (Adults),Some Days,37.1,30.8,43.4,440,Male,80.2
845,2016,Utah,Cigarette Use (Adults),Some Days,35.2,28.0,42.4,366,Female,80.2
846,2018,Vermont,Cigarette Use (Adults),Every Day,72.1,67.5,76.7,771,Overall,83.0
847,2018,Vermont,Cigarette Use (Adults),Every Day,72.9,66.9,78.9,374,Male,83.0
848,2018,Vermont,Cigarette Use (Adults),Every Day,71.2,64.1,78.3,397,Female,83.0
849,2018,Vermont,Cigarette Use (Adults),Some Days,27.9,23.3,32.5,771,Overall,83.0
850,2018,Vermont,Cigarette Use (Adults),Some Days,27.1,21.1,33.1,374,Male,83.0
851,2018,Vermont,Cigarette Use (Adults),Some Days,28.8,21.7,35.9,397,Female,83.0
852,2017,Vermont,Cigarette Use (Adults),Every Day,74.6,70.3,78.9,838,Overall,83.0
