,Year,Location Description,Data Source,Topic Description,Measure Description,Response,Data Value,Low Confidence Limit,High Confidence Limit,Sample Size,Gender,legislation percentage
435,2016,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.5,28.5,38.5,883,Overall,82.6
436,2016,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,37.0,29.8,44.2,374,Male,82.6
437,2016,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.5,23.0,36.0,509,Female,82.6
438,2015,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.2,65.0,73.4,799,Overall,82.6
439,2015,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.6,65.4,77.8,336,Male,82.6
440,2015,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.3,60.8,71.8,463,Female,82.6
441,2015,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.8,26.6,35.0,799,Overall,82.6
442,2015,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.4,22.2,34.6,336,Male,82.6
443,2015,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.7,28.2,39.2,463,Female,82.6
444,2014,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.9,66.8,73.0,1319,Overall,82.6
445,2014,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.5,62.8,72.2,578,Male,82.6
446,2014,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.7,68.8,76.6,741,Female,82.6
447,2014,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.1,27.0,33.2,1319,Overall,82.6
448,2014,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.5,27.8,37.2,578,Male,82.6
449,2014,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.3,23.4,31.2,741,Female,82.6
450,2013,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.0,66.2,75.8,894,Overall,82.6
451,2013,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.5,66.7,80.3,359,Male,82.6
452,2013,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.8,61.2,74.4,535,Female,82.6
453,2013,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.0,24.2,33.8,894,Overall,82.6
454,2013,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.5,19.7,33.3,359,Male,82.6
455,2013,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.2,25.6,38.8,535,Female,82.6
456,2016,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,77.4,74.2,80.6,1527,Overall,84.5
457,2016,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,78.6,74.4,82.8,713,Male,84.5
458,2016,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,76.1,71.2,81.0,814,Female,84.5
459,2016,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,22.6,19.4,25.8,1527,Overall,84.5
460,2016,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,21.4,17.2,25.6,713,Male,84.5
461,2016,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,23.9,19.0,28.8,814,Female,84.5
462,2015,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,79.2,76.1,82.3,1303,Overall,84.5
463,2015,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,79.8,75.2,84.4,589,Male,84.5
464,2015,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,78.6,74.5,82.7,714,Female,84.5
465,2015,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,20.8,17.7,23.9,1303,Overall,84.5
466,2015,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,20.2,15.6,24.8,589,Male,84.5
467,2015,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,21.4,17.3,25.5,714,Female,84.5
468,2014,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,76.0,72.8,79.2,1322,Overall,84.5
469,2014,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,76.6,71.9,81.3,585,Male,84.5
470,2014,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,75.3,71.1,79.5,737,Female,84.5
471,2014,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,24.0,20.8,27.2,1322,Overall,84.5
472,2014,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,23.4,18.7,28.1,585,Male,84.5
473,2014,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,24.7,20.5,28.9,737,Female,84.5
474,2013,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,74.5,71.3,77.7,1255,Overall,84.5
475,2013,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,77.7,73.4,82.0,580,Male,84.5
476,2013,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.8,66.1,75.5,675,Female,84.5
477,2013,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,25.5,22.3,28.7,1255,Overall,84.5
478,2013,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,22.3,18.0,26.6,580,Male,84.5
479,2013,Maine,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.2,24.5,33.9,675,Female,84.5
480,2016,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.5,65.5,71.5,2131,Overall,87.9
481,2016,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.1,63.7,72.5,931,Male,87.9
482,2016,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.0,64.9,73.1,1200,Female,87.9
483,2016,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.5,28.5,34.5,2131,Overall,87.9
484,2016,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.9,27.5,36.3,931,Male,87.9
485,2016,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.0,26.9,35.1,1200,Female,87.9
486,2015,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.6,62.5,72.7,1396,Overall,87.9
487,2015,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,63.3,55.6,71.0,581,Male,87.9
488,2015,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.6,66.4,78.8,815,Female,87.9
489,2015,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.4,27.3,37.5,1396,Overall,87.9
490,2015,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,36.7,29.0,44.4,581,Male,87.9
491,2015,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.4,21.2,33.6,815,Female,87.9
492,2014,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.3,63.9,72.7,1425,Overall,87.9
493,2014,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.1,63.8,76.4,585,Male,87.9
494,2014,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.2,60.2,72.2,840,Female,87.9
495,2014,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.7,27.3,36.1,1425,Overall,87.9
496,2014,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.9,23.6,36.2,585,Male,87.9
497,2014,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.8,27.8,39.8,840,Female,87.9
498,2013,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.4,67.9,74.9,1681,Overall,87.9
499,2013,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.7,64.6,74.8,740,Male,87.9
500,2013,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.6,69.3,77.9,941,Female,87.9
501,2013,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.6,25.1,32.1,1681,Overall,87.9
502,2013,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.3,25.2,35.4,740,Male,87.9
503,2013,Maryland,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.4,22.1,30.7,941,Female,87.9
504,2016,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.6,66.8,74.4,1048,Overall,88.0
505,2016,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.2,65.1,75.3,548,Male,88.0
506,2016,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.2,65.6,76.8,500,Female,88.0
507,2016,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.4,25.6,33.2,1048,Overall,88.0
508,2016,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.8,24.7,34.9,548,Male,88.0
509,2016,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.8,23.2,34.4,500,Female,88.0
510,2015,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.1,64.5,71.7,1221,Overall,88.0
511,2015,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.3,64.4,74.2,619,Male,88.0
512,2015,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.7,61.4,72.0,602,Female,88.0
513,2015,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.9,28.3,35.5,1221,Overall,88.0
514,2015,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.7,25.8,35.6,619,Male,88.0
515,2015,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.3,28.0,38.6,602,Female,88.0
516,2014,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.1,64.8,71.4,1912,Overall,88.0
517,2014,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.6,62.7,72.5,840,Male,88.0
518,2014,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.6,64.1,73.1,1072,Female,88.0
519,2014,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.9,28.6,35.2,1912,Overall,88.0
520,2014,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.4,27.5,37.3,840,Male,88.0
521,2014,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.4,26.9,35.9,1072,Female,88.0
522,2013,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.9,67.7,74.1,2182,Overall,88.0
523,2013,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.1,64.3,73.9,951,Male,88.0
524,2013,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.1,69.2,77.0,1231,Female,88.0
525,2013,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.1,25.9,32.3,2182,Overall,88.0
526,2013,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.9,26.1,35.7,951,Male,88.0
527,2013,Massachusetts,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.9,23.0,30.8,1231,Female,88.0
528,2016,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.2,67.6,72.8,1979,Overall,80.8
529,2016,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.0,68.3,75.7,932,Male,80.8
530,2016,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.3,64.7,71.9,1047,Female,80.8
531,2016,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.8,27.2,32.4,1979,Overall,80.8
532,2016,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.0,24.3,31.7,932,Male,80.8
533,2016,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.7,28.1,35.3,1047,Female,80.8
534,2015,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.8,69.0,74.6,1460,Overall,80.8
535,2015,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.9,70.0,77.8,701,Male,80.8
536,2015,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.4,65.3,73.5,759,Female,80.8
537,2015,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.2,25.4,31.0,1460,Overall,80.8
538,2015,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.1,22.2,30.0,701,Male,80.8
539,2015,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.6,26.5,34.7,759,Female,80.8
540,2014,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.6,70.7,76.5,1295,Overall,80.8
541,2014,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.9,68.8,77.0,626,Male,80.8
542,2014,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,74.4,70.2,78.6,669,Female,80.8
543,2014,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.4,23.5,29.3,1295,Overall,80.8
544,2014,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.1,23.0,31.2,626,Male,80.8
545,2014,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,25.6,21.4,29.8,669,Female,80.8
546,2013,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,75.5,73.1,77.9,2153,Overall,80.8
547,2013,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,75.6,72.2,79.0,1028,Male,80.8
548,2013,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,75.3,72.0,78.6,1125,Female,80.8
549,2013,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,24.5,22.1,26.9,2153,Overall,80.8
550,2013,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,24.4,21.0,27.8,1028,Male,80.8
551,2013,Michigan,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,24.7,21.4,28.0,1125,Female,80.8
552,2016,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.4,67.1,71.7,2214,Overall,87.1
553,2016,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.3,64.0,70.6,1152,Male,87.1
554,2016,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.8,68.5,75.1,1062,Female,87.1
555,2016,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.6,28.3,32.9,2214,Overall,87.1
556,2016,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.7,29.4,36.0,1152,Male,87.1
557,2016,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.2,24.9,31.5,1062,Female,87.1
558,2015,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.4,67.0,71.8,2293,Overall,87.1
559,2015,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.9,66.4,73.4,1101,Male,87.1
560,2015,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.8,65.4,72.2,1192,Female,87.1
561,2015,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.6,28.2,33.0,2293,Overall,87.1
562,2015,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.1,26.6,33.6,1101,Male,87.1
563,2015,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.2,27.8,34.6,1192,Female,87.1
564,2014,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.1,67.9,72.3,2311,Overall,87.1
565,2014,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.5,67.4,73.6,1139,Male,87.1
566,2014,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.8,66.6,73.0,1172,Female,87.1
567,2014,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.9,27.7,32.1,2311,Overall,87.1
568,2014,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.5,26.4,32.6,1139,Male,87.1
569,2014,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.2,27.0,33.4,1172,Female,87.1
570,2013,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.9,65.6,72.2,2002,Overall,87.1
571,2013,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.2,66.9,75.5,937,Male,87.1
572,2013,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.2,61.1,71.3,1065,Female,87.1
573,2013,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.1,27.8,34.4,2002,Overall,87.1
574,2013,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.8,24.5,33.1,937,Male,87.1
575,2013,Minnesota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.8,28.7,38.9,1065,Female,87.1
576,2016,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.1,69.2,77.0,904,Overall,78.1
577,2016,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.1,64.3,75.9,417,Male,78.1
578,2016,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,76.2,71.1,81.3,487,Female,78.1
579,2016,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.9,23.0,30.8,904,Overall,78.1
580,2016,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.9,24.1,35.7,417,Male,78.1
581,2016,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,23.8,18.7,28.9,487,Female,78.1
582,2015,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.9,64.9,72.9,998,Overall,78.1
583,2015,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.5,61.7,73.3,441,Male,78.1
584,2015,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.8,65.6,76.0,557,Female,78.1
585,2015,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.1,27.1,35.1,998,Overall,78.1
586,2015,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.5,26.7,38.3,441,Male,78.1
587,2015,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.2,24.0,34.4,557,Female,78.1
588,2014,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.3,62.6,72.0,704,Overall,78.1
589,2014,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,64.9,57.6,72.2,281,Male,78.1
590,2014,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.7,63.8,75.6,423,Female,78.1
591,2014,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.7,28.0,37.4,704,Overall,78.1
592,2014,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,35.1,27.8,42.4,281,Male,78.1
593,2014,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.3,24.4,36.2,423,Female,78.1
594,2013,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.1,67.8,74.4,1355,Overall,78.1
595,2013,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.0,67.2,76.8,557,Male,78.1
596,2013,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.2,65.7,74.7,798,Female,78.1
597,2013,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.9,25.6,32.2,1355,Overall,78.1
598,2013,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.0,23.2,32.8,557,Male,78.1
599,2013,Mississippi,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.8,25.3,34.3,798,Female,78.1
600,2016,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,78.6,75.3,81.9,1284,Overall,82.8
601,2016,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,78.6,73.9,83.3,610,Male,82.8
602,2016,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,78.7,74.0,83.4,674,Female,82.8
603,2016,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,21.4,18.1,24.7,1284,Overall,82.8
604,2016,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,21.4,16.7,26.1,610,Male,82.8
605,2016,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,21.3,16.6,26.0,674,Female,82.8
606,2015,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,74.2,70.8,77.6,1349,Overall,82.8
607,2015,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,74.5,69.6,79.4,606,Male,82.8
608,2015,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.8,69.1,78.5,743,Female,82.8
609,2015,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,25.8,22.4,29.2,1349,Overall,82.8
610,2015,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,25.5,20.6,30.4,606,Male,82.8
611,2015,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.2,21.5,30.9,743,Female,82.8
612,2014,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,76.7,73.2,80.2,1220,Overall,82.8
613,2014,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,75.3,70.1,80.5,524,Male,82.8
614,2014,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,78.2,73.5,82.9,696,Female,82.8
615,2014,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,23.3,19.8,26.8,1220,Overall,82.8
616,2014,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,24.7,19.5,29.9,524,Male,82.8
617,2014,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,21.8,17.1,26.5,696,Female,82.8
618,2013,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,75.3,71.9,78.7,1383,Overall,82.8
619,2013,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,77.5,72.8,82.2,603,Male,82.8
620,2013,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.9,68.2,77.6,780,Female,82.8
621,2013,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,24.7,21.3,28.1,1383,Overall,82.8
622,2013,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,22.5,17.8,27.2,603,Male,82.8
623,2013,Missouri,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.1,22.4,31.8,780,Female,82.8
624,2016,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.3,67.2,75.4,950,Overall,86.3
625,2016,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.2,65.5,76.9,451,Male,86.3
626,2016,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.4,65.3,77.5,499,Female,86.3
627,2016,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.7,24.6,32.8,950,Overall,86.3
628,2016,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.8,23.1,34.5,451,Male,86.3
629,2016,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.6,22.5,34.7,499,Female,86.3
630,2015,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.1,63.6,72.6,934,Overall,86.3
631,2015,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,65.7,59.2,72.2,422,Male,86.3
632,2015,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.6,64.5,76.7,512,Female,86.3
633,2015,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.9,27.4,36.4,934,Overall,86.3
634,2015,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,34.3,27.8,40.8,422,Male,86.3
635,2015,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.4,23.3,35.5,512,Female,86.3
636,2014,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.0,66.1,73.9,1211,Overall,86.3
637,2014,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.5,63.8,75.2,539,Male,86.3
638,2014,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.6,65.1,76.1,672,Female,86.3
639,2014,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.0,26.1,33.9,1211,Overall,86.3
640,2014,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.5,24.8,36.2,539,Male,86.3
641,2014,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.4,23.9,34.9,672,Female,86.3
642,2013,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.9,71.1,76.7,1675,Overall,86.3
643,2013,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.6,68.5,76.7,782,Male,86.3
644,2013,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,75.5,71.6,79.4,893,Female,86.3
645,2013,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.1,23.3,28.9,1675,Overall,86.3
646,2013,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.4,23.3,31.5,782,Male,86.3
647,2013,Montana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,24.5,20.6,28.4,893,Female,86.3
648,2016,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.2,68.1,74.3,2191,Overall,87.3
649,2016,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.9,67.4,76.4,1056,Male,87.3
650,2016,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.3,65.9,74.7,1135,Female,87.3
651,2016,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.8,25.7,31.9,2191,Overall,87.3
